datetime,datetime,year,month,day,random,sazonal,timeSeries
2053-01-01 00:00:00,2053-01-01 00:00:00,2053,1,1,0.9671950708115448,1.0,10.967195070811545
2053-01-01 01:00:00,2053-01-01 01:00:00,2053,1,1,0.8602717855490978,0.9999997588734665,10.860269374283764
2053-01-01 02:00:00,2053-01-01 02:00:00,2053,1,1,0.6286951088739968,0.9999990354939822,10.628685463813818
2053-01-01 03:00:00,2053-01-01 03:00:00,2053,1,1,0.13696598268853666,0.999997829861896,10.136944281307496
2053-01-01 04:00:00,2053-01-01 04:00:00,2053,1,1,0.3365997941486546,0.9999961419777894,10.336561213926547
2053-01-01 05:00:00,2053-01-01 05:00:00,2053,1,1,0.5133349514624148,0.9999939718424762,10.513274669887178
2053-01-01 06:00:00,2053-01-01 06:00:00,2053,1,1,0.24892778629068602,0.9999913194570031,10.248840980860717
2053-01-01 07:00:00,2053-01-01 07:00:00,2053,1,1,0.02404668632731577,0.9999881848226492,10.023928534553807
2053-01-01 08:00:00,2053-01-01 08:00:00,2053,1,1,0.621733844863796,0.9999845679409262,10.621579524273058
2053-01-01 09:00:00,2053-01-01 09:00:00,2053,1,1,0.7356045927497364,0.9999804688135782,10.735409280885518
2053-01-01 10:00:00,2053-01-01 10:00:00,2053,1,1,0.58675901741271,0.9999758874425823,10.586517891838533
2053-01-01 11:00:00,2053-01-01 11:00:00,2053,1,1,0.907802980655443,0.9999708238301476,10.90751121895692
2053-01-01 12:00:00,2053-01-01 12:00:00,2053,1,1,0.15165378971853005,0.9999652779787161,10.151306569505692
2053-01-01 13:00:00,2053-01-01 13:00:00,2053,1,1,0.13178003780317527,0.9999592498909624,10.1313725367128
2053-01-01 14:00:00,2053-01-01 14:00:00,2053,1,1,0.16838789985152247,0.9999527395697936,10.167915295549458
2053-01-01 15:00:00,2053-01-01 15:00:00,2053,1,1,0.0772588677901953,0.9999457470183493,10.07671633797369
2053-01-01 16:00:00,2053-01-01 16:00:00,2053,1,1,0.6537183274892358,0.9999382722400014,10.65310104988925
2053-01-01 17:00:00,2053-01-01 17:00:00,2053,1,1,0.043618695008749264,0.9999303152383551,10.0429218473923
2053-01-01 18:00:00,2053-01-01 18:00:00,2053,1,1,0.8500195432387703,0.9999218760172474,10.849238303411244
2053-01-01 19:00:00,2053-01-01 19:00:00,2053,1,1,0.5107979319770951,0.999912954580748,10.509927477784576
2053-01-01 20:00:00,2053-01-01 20:00:00,2053,1,1,0.5613176125907589,0.9999035509331596,10.560353121922356
2053-01-01 21:00:00,2053-01-01 21:00:00,2053,1,1,0.9191993769379366,0.9998936650790171,10.918136027728107
2053-01-01 22:00:00,2053-01-01 22:00:00,2053,1,1,0.3076564119065667,0.9998832970230879,10.306489382137446
2053-01-01 23:00:00,2053-01-01 23:00:00,2053,1,1,0.7556767238939808,0.9998724467703719,10.7544011915977
2053-01-02 00:00:00,2053-01-02 00:00:00,2053,1,2,0.0063443038302501975,0.9998611143261019,10.00495544709127
2053-01-02 01:00:00,2053-01-02 01:00:00,2053,1,2,0.2284231754247933,0.9998492996957429,10.226916172382223
2053-01-02 02:00:00,2053-01-02 02:00:00,2053,1,2,0.9918579459856356,0.9998370028849926,10.990227974835562
2053-01-02 03:00:00,2053-01-02 03:00:00,2053,1,2,0.053291057074599135,0.999824223899781,10.051533296072408
2053-01-02 04:00:00,2053-01-02 04:00:00,2053,1,2,0.8404254498818999,0.9998109627462709,10.83853507734461
2053-01-02 05:00:00,2053-01-02 05:00:00,2053,1,2,0.8910175806850614,0.9997972194308576,10.888989774993638
2053-01-02 06:00:00,2053-01-02 06:00:00,2053,1,2,0.47411202899009963,0.9997829939601689,10.471941968591787
2053-01-02 07:00:00,2053-01-02 07:00:00,2053,1,2,0.8182801403219117,0.999768286341065,10.815963003732561
2053-01-02 08:00:00,2053-01-02 08:00:00,2053,1,2,0.7509792761614934,0.9997530965806385,10.748510241967878
2053-01-02 09:00:00,2053-01-02 09:00:00,2053,1,2,0.17234158437120461,0.999737424686215,10.169715831233354
2053-01-02 10:00:00,2053-01-02 10:00:00,2053,1,2,0.17567079179198453,0.9997212706653522,10.172883498445508
2053-01-02 11:00:00,2053-01-02 11:00:00,2053,1,2,0.13348479976567185,0.9997046345258405,10.130531145024076
2053-01-02 12:00:00,2053-01-02 12:00:00,2053,1,2,0.6377422355394698,0.9996875162757026,10.634617398296497
2053-01-02 13:00:00,2053-01-02 13:00:00,2053,1,2,0.40707542321577805,0.9996699159231939,10.403774582447717
2053-01-02 14:00:00,2053-01-02 14:00:00,2053,1,2,0.751687376140356,0.9996518334768022,10.748205710908378
2053-01-02 15:00:00,2053-01-02 15:00:00,2053,1,2,0.08135198005816069,0.9996332689452478,10.077684669510639
2053-01-02 16:00:00,2053-01-02 16:00:00,2053,1,2,0.8205092838195804,0.9996142223374836,10.816651507194416
2053-01-02 17:00:00,2053-01-02 17:00:00,2053,1,2,0.47100427972736436,0.9995946936626949,10.466951216354314
2053-01-02 18:00:00,2053-01-02 18:00:00,2053,1,2,0.2643054207151957,0.9995746829302993,10.26005225001819
2053-01-02 19:00:00,2053-01-02 19:00:00,2053,1,2,0.1869138272897548,0.9995541901499472,10.182455728789227
2053-01-02 20:00:00,2053-01-02 20:00:00,2053,1,2,0.007066548932929018,0.9995332153315211,10.00239870224814
2053-01-02 21:00:00,2053-01-02 21:00:00,2053,1,2,0.599042035882272,0.9995117584851364,10.594159620733636
2053-01-02 22:00:00,2053-01-02 22:00:00,2053,1,2,0.9937821386644273,0.9994898196211406,10.988680334875832
2053-01-02 23:00:00,2053-01-02 23:00:00,2053,1,2,0.5821621968040193,0.9994673987501137,10.576836184305156
2053-01-03 00:00:00,2053-01-03 00:00:00,2053,1,3,0.9426617827904116,0.9994444958828685,10.937106741619097
2053-01-03 01:00:00,2053-01-03 01:00:00,2053,1,3,0.2721983010889698,0.9994211110304497,10.266409411393468
2053-01-03 02:00:00,2053-01-03 02:00:00,2053,1,3,0.3533668088867542,0.999397244204135,10.347339250928105
2053-01-03 03:00:00,2053-01-03 03:00:00,2053,1,3,0.5615496271190409,0.999372895415434,10.55527858127338
2053-01-03 04:00:00,2053-01-03 04:00:00,2053,1,3,0.2366817139621602,0.999348064676089,10.23016236072305
2053-01-03 05:00:00,2053-01-03 05:00:00,2053,1,3,0.9587861652886056,0.999322751998075,10.952013685269355
2053-01-03 06:00:00,2053-01-03 06:00:00,2053,1,3,0.5431666805301343,0.9992969573935987,10.536136254466122
2053-01-03 07:00:00,2053-01-03 07:00:00,2053,1,3,0.33894867371044524,0.9992706808750998,10.331655482461445
2053-01-03 08:00:00,2053-01-03 08:00:00,2053,1,3,0.8740952743728851,0.9992439224552503,10.866534498925388
2053-01-03 09:00:00,2053-01-03 09:00:00,2053,1,3,0.37295326684961994,0.9992166821469545,10.365120088319165
2053-01-03 10:00:00,2053-01-03 10:00:00,2053,1,3,0.09558430808339125,0.999188959963349,10.08747390771688
2053-01-03 11:00:00,2053-01-03 11:00:00,2053,1,3,0.7573391472931528,0.9991607559178031,10.748946706471184
2053-01-03 12:00:00,2053-01-03 12:00:00,2053,1,3,0.5100310893249027,0.9991320700239181,10.501351789564085
2053-01-03 13:00:00,2053-01-03 13:00:00,2053,1,3,0.9823158453089393,0.9991029022955281,10.97334486826422
2053-01-03 14:00:00,2053-01-03 14:00:00,2053,1,3,0.5648439500365134,0.9990732527466991,10.555576477503504
2053-01-03 15:00:00,2053-01-03 15:00:00,2053,1,3,0.05937615155732623,0.9990431213917298,10.049807365474624
2053-01-03 16:00:00,2053-01-03 16:00:00,2053,1,3,0.5830132156830947,0.9990125082451511,10.573138298134605
2053-01-03 17:00:00,2053-01-03 17:00:00,2053,1,3,0.7878009875664422,0.9989814133217262,10.777615120783704
2053-01-03 18:00:00,2053-01-03 18:00:00,2053,1,3,0.9349525430257454,0.9989498366364509,10.924450909390254
2053-01-03 19:00:00,2053-01-03 19:00:00,2053,1,3,0.27280001819146515,0.998917778204553,10.261977800236995
2053-01-03 20:00:00,2053-01-03 20:00:00,2053,1,3,0.333698430094275,0.9988852380414929,10.322550810509204
