datetime,datetime,year,month,day,random,sazonal,timeSeries
2004-01-01 00:00:00,2004-01-01 00:00:00,2004,1,1,0.6429929526911963,1.0,10.642992952691197
2004-01-01 01:00:00,2004-01-01 01:00:00,2004,1,1,0.4195380599096695,0.9999997588734665,10.419535648644334
2004-01-01 02:00:00,2004-01-01 02:00:00,2004,1,1,0.7108562561406876,0.9999990354939822,10.710846611080509
2004-01-01 03:00:00,2004-01-01 03:00:00,2004,1,1,0.7814772157425375,0.999997829861896,10.781455514361497
2004-01-01 04:00:00,2004-01-01 04:00:00,2004,1,1,0.984785529376525,0.9999961419777894,10.984746949154419
2004-01-01 05:00:00,2004-01-01 05:00:00,2004,1,1,0.22195352084457043,0.9999939718424762,10.221893239269333
2004-01-01 06:00:00,2004-01-01 06:00:00,2004,1,1,0.24931355305289327,0.9999913194570031,10.249226747622924
2004-01-01 07:00:00,2004-01-01 07:00:00,2004,1,1,0.736085427954858,0.9999881848226492,10.73596727618135
2004-01-01 08:00:00,2004-01-01 08:00:00,2004,1,1,0.06451960002459711,0.9999845679409262,10.06436527943386
2004-01-01 09:00:00,2004-01-01 09:00:00,2004,1,1,0.4003195833536164,0.9999804688135782,10.400124271489398
2004-01-01 10:00:00,2004-01-01 10:00:00,2004,1,1,0.2805436090789475,0.9999758874425823,10.28030248350477
2004-01-01 11:00:00,2004-01-01 11:00:00,2004,1,1,0.49022034612077403,0.9999708238301476,10.48992858442225
2004-01-01 12:00:00,2004-01-01 12:00:00,2004,1,1,0.3005615999458865,0.9999652779787161,10.300214379733049
2004-01-01 13:00:00,2004-01-01 13:00:00,2004,1,1,0.5861524198595806,0.9999592498909624,10.585744918769205
2004-01-01 14:00:00,2004-01-01 14:00:00,2004,1,1,0.42331054432550275,0.9999527395697936,10.422837940023438
2004-01-01 15:00:00,2004-01-01 15:00:00,2004,1,1,0.21222358237846028,0.9999457470183493,10.211681052561953
2004-01-01 16:00:00,2004-01-01 16:00:00,2004,1,1,0.9403933764814011,0.9999382722400014,10.939776098881415
2004-01-01 17:00:00,2004-01-01 17:00:00,2004,1,1,0.6116177704403504,0.9999303152383551,10.610920922823901
2004-01-01 18:00:00,2004-01-01 18:00:00,2004,1,1,0.46830438099651717,0.9999218760172474,10.467523141168991
2004-01-01 19:00:00,2004-01-01 19:00:00,2004,1,1,0.15648324398739133,0.999912954580748,10.155612789794873
2004-01-01 20:00:00,2004-01-01 20:00:00,2004,1,1,0.07837595821715215,0.9999035509331596,10.07741146754875
2004-01-01 21:00:00,2004-01-01 21:00:00,2004,1,1,0.4555659617106359,0.9998936650790171,10.454502612500807
2004-01-01 22:00:00,2004-01-01 22:00:00,2004,1,1,0.10131646390193083,0.9998832970230879,10.10014943413281
2004-01-01 23:00:00,2004-01-01 23:00:00,2004,1,1,0.28222945685696554,0.9998724467703719,10.280953924560684
2004-01-02 00:00:00,2004-01-02 00:00:00,2004,1,2,0.24231521119445465,0.9998611143261019,10.240926354455475
2004-01-02 01:00:00,2004-01-02 01:00:00,2004,1,2,0.7316429872561521,0.9998492996957429,10.73013598421358
2004-01-02 02:00:00,2004-01-02 02:00:00,2004,1,2,0.39662902870669714,0.9998370028849926,10.394999057556623
2004-01-02 03:00:00,2004-01-02 03:00:00,2004,1,2,0.9425711448434967,0.999824223899781,10.940813383841306
2004-01-02 04:00:00,2004-01-02 04:00:00,2004,1,2,0.6775236671285055,0.9998109627462709,10.675633294591215
2004-01-02 05:00:00,2004-01-02 05:00:00,2004,1,2,0.7515049875545097,0.9997972194308576,10.749477181863087
2004-01-02 06:00:00,2004-01-02 06:00:00,2004,1,2,0.2846199143483964,0.9997829939601689,10.282449853950085
2004-01-02 07:00:00,2004-01-02 07:00:00,2004,1,2,0.08502538649233926,0.999768286341065,10.082708249902987
2004-01-02 08:00:00,2004-01-02 08:00:00,2004,1,2,0.6743048853779077,0.9997530965806385,10.671835851184293
2004-01-02 09:00:00,2004-01-02 09:00:00,2004,1,2,0.5986150755145491,0.999737424686215,10.595989322376699
2004-01-02 10:00:00,2004-01-02 10:00:00,2004,1,2,0.1822250609849283,0.9997212706653522,10.17943776763845
2004-01-02 11:00:00,2004-01-02 11:00:00,2004,1,2,0.9706504264128023,0.9997046345258405,10.967696771671207
2004-01-02 12:00:00,2004-01-02 12:00:00,2004,1,2,0.768665435148533,0.9996875162757026,10.76554059790556
2004-01-02 13:00:00,2004-01-02 13:00:00,2004,1,2,0.3672897482974422,0.9996699159231939,10.363988907529382
2004-01-02 14:00:00,2004-01-02 14:00:00,2004,1,2,0.28753747413987873,0.9996518334768022,10.2840558089079
2004-01-02 15:00:00,2004-01-02 15:00:00,2004,1,2,0.8076688294264085,0.9996332689452478,10.804001518878886
2004-01-02 16:00:00,2004-01-02 16:00:00,2004,1,2,0.41978623562993755,0.9996142223374836,10.415928459004773
