datetime,datetime,year,month,day,random,sazonal,timeSeries
2050-01-01 00:00:00,2050-01-01 00:00:00,2050,1,1,0.8639022042834582,1.0,10.863902204283459
2050-01-01 01:00:00,2050-01-01 01:00:00,2050,1,1,0.6275917483039415,0.9999997588734665,10.627589337038607
2050-01-01 02:00:00,2050-01-01 02:00:00,2050,1,1,0.8281671400962485,0.9999990354939822,10.82815749503607
2050-01-01 03:00:00,2050-01-01 03:00:00,2050,1,1,0.45706903198636484,0.999997829861896,10.457047330605324
2050-01-01 04:00:00,2050-01-01 04:00:00,2050,1,1,0.020520935802389006,0.9999961419777894,10.020482355580283
2050-01-01 05:00:00,2050-01-01 05:00:00,2050,1,1,0.5232518454307329,0.9999939718424762,10.523191563855496
2050-01-01 06:00:00,2050-01-01 06:00:00,2050,1,1,0.3160610917175103,0.9999913194570031,10.31597428628754
2050-01-01 07:00:00,2050-01-01 07:00:00,2050,1,1,0.028893230359638533,0.9999881848226492,10.028775078586131
2050-01-01 08:00:00,2050-01-01 08:00:00,2050,1,1,0.7810000131933089,0.9999845679409262,10.78084569260257
2050-01-01 09:00:00,2050-01-01 09:00:00,2050,1,1,0.45969831370898195,0.9999804688135782,10.459503001844764
2050-01-01 10:00:00,2050-01-01 10:00:00,2050,1,1,0.8404347920318634,0.9999758874425823,10.840193666457687
2050-01-01 11:00:00,2050-01-01 11:00:00,2050,1,1,0.1948427493230951,0.9999708238301476,10.194550987624572
2050-01-01 12:00:00,2050-01-01 12:00:00,2050,1,1,0.9564573491564516,0.9999652779787161,10.956110128943614
2050-01-01 13:00:00,2050-01-01 13:00:00,2050,1,1,0.8885155504735605,0.9999592498909624,10.888108049383185
2050-01-01 14:00:00,2050-01-01 14:00:00,2050,1,1,0.2637207385279441,0.9999527395697936,10.26324813422588
2050-01-01 15:00:00,2050-01-01 15:00:00,2050,1,1,0.03268141459259377,0.9999457470183493,10.032138884776087
2050-01-01 16:00:00,2050-01-01 16:00:00,2050,1,1,0.4360393611233384,0.9999382722400014,10.435422083523353
2050-01-01 17:00:00,2050-01-01 17:00:00,2050,1,1,0.21821304889083082,0.9999303152383551,10.217516201274382
2050-01-01 18:00:00,2050-01-01 18:00:00,2050,1,1,0.5310331886216699,0.9999218760172474,10.530251948794144
2050-01-01 19:00:00,2050-01-01 19:00:00,2050,1,1,0.6740089330188977,0.999912954580748,10.67313847882638
2050-01-01 20:00:00,2050-01-01 20:00:00,2050,1,1,0.9719124813642437,0.9999035509331596,10.97094799069584
2050-01-01 21:00:00,2050-01-01 21:00:00,2050,1,1,0.7388193664621124,0.9998936650790171,10.737756017252282
2050-01-01 22:00:00,2050-01-01 22:00:00,2050,1,1,0.3452961649535059,0.9998832970230879,10.344129135184385
