datetime,datetime,year,month,day,random,sazonal,timeSeries
2008-01-01 00:00:00,2008-01-01 00:00:00,2008,1,1,0.180131123094734,1.0,10.180131123094734
2008-01-01 01:00:00,2008-01-01 01:00:00,2008,1,1,0.9906667586061376,0.9999997588734665,10.990664347340802
2008-01-01 02:00:00,2008-01-01 02:00:00,2008,1,1,0.044069874592863156,0.9999990354939822,10.044060229532684
2008-01-01 03:00:00,2008-01-01 03:00:00,2008,1,1,0.6169134602456225,0.999997829861896,10.616891758864583
2008-01-01 04:00:00,2008-01-01 04:00:00,2008,1,1,0.14607135233931035,0.9999961419777894,10.146032772117204
2008-01-01 05:00:00,2008-01-01 05:00:00,2008,1,1,0.7805010316188358,0.9999939718424762,10.7804407500436
2008-01-01 06:00:00,2008-01-01 06:00:00,2008,1,1,0.8864034364150273,0.9999913194570031,10.886316630985057
2008-01-01 07:00:00,2008-01-01 07:00:00,2008,1,1,0.7244272781328867,0.9999881848226492,10.724309126359378
2008-01-01 08:00:00,2008-01-01 08:00:00,2008,1,1,0.21410351363956204,0.9999845679409262,10.213949193048824
2008-01-01 09:00:00,2008-01-01 09:00:00,2008,1,1,0.8314645900311001,0.9999804688135782,10.831269278166882
2008-01-01 10:00:00,2008-01-01 10:00:00,2008,1,1,0.2185008859454357,0.9999758874425823,10.218259760371257
2008-01-01 11:00:00,2008-01-01 11:00:00,2008,1,1,0.21823010322289205,0.9999708238301476,10.217938341524368
2008-01-01 12:00:00,2008-01-01 12:00:00,2008,1,1,0.7862571512337416,0.9999652779787161,10.785909931020903
2008-01-01 13:00:00,2008-01-01 13:00:00,2008,1,1,0.08924160733566011,0.9999592498909624,10.088834106245285
2008-01-01 14:00:00,2008-01-01 14:00:00,2008,1,1,0.2712239224387816,0.9999527395697936,10.270751318136718
2008-01-01 15:00:00,2008-01-01 15:00:00,2008,1,1,0.2308589388752852,0.9999457470183493,10.230316409058778
2008-01-01 16:00:00,2008-01-01 16:00:00,2008,1,1,0.2735426417367183,0.9999382722400014,10.272925364136732
2008-01-01 17:00:00,2008-01-01 17:00:00,2008,1,1,0.9858794397933637,0.9999303152383551,10.985182592176914
2008-01-01 18:00:00,2008-01-01 18:00:00,2008,1,1,0.7611202266614503,0.9999218760172474,10.760338986833924
2008-01-01 19:00:00,2008-01-01 19:00:00,2008,1,1,0.6233825011248224,0.999912954580748,10.622512046932304
2008-01-01 20:00:00,2008-01-01 20:00:00,2008,1,1,0.4007884811528224,0.9999035509331596,10.39982399048442
2008-01-01 21:00:00,2008-01-01 21:00:00,2008,1,1,0.4671225220761184,0.9998936650790171,10.46605917286629
2008-01-01 22:00:00,2008-01-01 22:00:00,2008,1,1,0.8018673379826308,0.9998832970230879,10.800700308213509
2008-01-01 23:00:00,2008-01-01 23:00:00,2008,1,1,0.4253829204757028,0.9998724467703719,10.424107388179422
2008-01-02 00:00:00,2008-01-02 00:00:00,2008,1,2,0.3815150082302641,0.9998611143261019,10.380126151491284
