datetime,datetime,year,month,day,random,sazonal,timeSeries
2002-01-01 00:00:00,2002-01-01 00:00:00,2002,1,1,0.07025368542228227,1.0,10.070253685422282
2002-01-01 01:00:00,2002-01-01 01:00:00,2002,1,1,0.9927394849342572,0.9999997588734665,10.992737073668922
2002-01-01 02:00:00,2002-01-01 02:00:00,2002,1,1,0.8946594684460389,0.9999990354939822,10.89464982338586
2002-01-01 03:00:00,2002-01-01 03:00:00,2002,1,1,0.3923270240133657,0.999997829861896,10.392305322632325
2002-01-01 04:00:00,2002-01-01 04:00:00,2002,1,1,0.9786232949490887,0.9999961419777894,10.978584714726981
2002-01-01 05:00:00,2002-01-01 05:00:00,2002,1,1,0.054333883506400116,0.9999939718424762,10.054273601931163
2002-01-01 06:00:00,2002-01-01 06:00:00,2002,1,1,0.018654992459820607,0.9999913194570031,10.018568187029851
2002-01-01 07:00:00,2002-01-01 07:00:00,2002,1,1,0.511748750409344,0.9999881848226492,10.511630598635836
2002-01-01 08:00:00,2002-01-01 08:00:00,2002,1,1,0.0747776971277283,0.9999845679409262,10.07462337653699
2002-01-01 09:00:00,2002-01-01 09:00:00,2002,1,1,0.5250155070447028,0.9999804688135782,10.524820195180485
2002-01-01 10:00:00,2002-01-01 10:00:00,2002,1,1,0.11472673968921454,0.9999758874425823,10.114485614115036
2002-01-01 11:00:00,2002-01-01 11:00:00,2002,1,1,0.9114172050887325,0.9999708238301476,10.911125443390208
2002-01-01 12:00:00,2002-01-01 12:00:00,2002,1,1,0.5141550253948507,0.9999652779787161,10.513807805182013
2002-01-01 13:00:00,2002-01-01 13:00:00,2002,1,1,0.11629628023610694,0.9999592498909624,10.115888779145731
2002-01-01 14:00:00,2002-01-01 14:00:00,2002,1,1,0.06237672277392525,0.9999527395697936,10.06190411847186
2002-01-01 15:00:00,2002-01-01 15:00:00,2002,1,1,0.9158928363604714,0.9999457470183493,10.915350306543965
2002-01-01 16:00:00,2002-01-01 16:00:00,2002,1,1,0.8522530765400519,0.9999382722400014,10.851635798940066
2002-01-01 17:00:00,2002-01-01 17:00:00,2002,1,1,0.989246965364638,0.9999303152383551,10.988550117748188
2002-01-01 18:00:00,2002-01-01 18:00:00,2002,1,1,0.3653941536751051,0.9999218760172474,10.364612913847578
2002-01-01 19:00:00,2002-01-01 19:00:00,2002,1,1,0.9060521779504679,0.999912954580748,10.905181723757948
2002-01-01 20:00:00,2002-01-01 20:00:00,2002,1,1,0.904201403143513,0.9999035509331596,10.90323691247511
2002-01-01 21:00:00,2002-01-01 21:00:00,2002,1,1,0.4591373587574603,0.9998936650790171,10.45807400954763
2002-01-01 22:00:00,2002-01-01 22:00:00,2002,1,1,0.3789707554118902,0.9998832970230879,10.377803725642769
2002-01-01 23:00:00,2002-01-01 23:00:00,2002,1,1,0.3557120679274334,0.9998724467703719,10.354436535631152
2002-01-02 00:00:00,2002-01-02 00:00:00,2002,1,2,0.9608146249766708,0.9998611143261019,10.95942576823769
2002-01-02 01:00:00,2002-01-02 01:00:00,2002,1,2,0.7367788203123613,0.9998492996957429,10.73527181726979
2002-01-02 02:00:00,2002-01-02 02:00:00,2002,1,2,0.7615613179502969,0.9998370028849926,10.759931346800224
2002-01-02 03:00:00,2002-01-02 03:00:00,2002,1,2,0.8458821524009666,0.999824223899781,10.844124391398775
2002-01-02 04:00:00,2002-01-02 04:00:00,2002,1,2,0.6936551109665037,0.9998109627462709,10.691764738429212
2002-01-02 05:00:00,2002-01-02 05:00:00,2002,1,2,0.2882148998952022,0.9997972194308576,10.286187094203779
2002-01-02 06:00:00,2002-01-02 06:00:00,2002,1,2,0.294449538711379,0.9997829939601689,10.292279478313068
2002-01-02 07:00:00,2002-01-02 07:00:00,2002,1,2,0.10195325707147818,0.999768286341065,10.099636120482128
2002-01-02 08:00:00,2002-01-02 08:00:00,2002,1,2,0.5295813705790525,0.9997530965806385,10.527112336385438
2002-01-02 09:00:00,2002-01-02 09:00:00,2002,1,2,0.32289986806179405,0.999737424686215,10.320274114923944
2002-01-02 10:00:00,2002-01-02 10:00:00,2002,1,2,0.14612200537492637,0.9997212706653522,10.143334712028448
2002-01-02 11:00:00,2002-01-02 11:00:00,2002,1,2,0.2785183017822742,0.9997046345258405,10.275564647040678
2002-01-02 12:00:00,2002-01-02 12:00:00,2002,1,2,0.9576921653713824,0.9996875162757026,10.954567328128409
2002-01-02 13:00:00,2002-01-02 13:00:00,2002,1,2,0.16125850002413766,0.9996699159231939,10.157957659256077
2002-01-02 14:00:00,2002-01-02 14:00:00,2002,1,2,0.968619818381506,0.9996518334768022,10.965138153149528
2002-01-02 15:00:00,2002-01-02 15:00:00,2002,1,2,0.6808046487133914,0.9996332689452478,10.677137338165869
2002-01-02 16:00:00,2002-01-02 16:00:00,2002,1,2,0.34273261449909376,0.9996142223374836,10.338874837873929
2002-01-02 17:00:00,2002-01-02 17:00:00,2002,1,2,0.14143409361463022,0.9995946936626949,10.137381030241581
2002-01-02 18:00:00,2002-01-02 18:00:00,2002,1,2,0.07501089742561196,0.9995746829302993,10.070757726728605
